participant,item_no,condition,chance_slider.response,severity_slider.response,literacy,data_mean
44,20,lo,5,7,4.6,43
44,3,hi,4,7,4.6,39
44,11,hi,3,5,4.6,29
44,14,lo,6,5,4.6,41
44,2,lo,3,4,4.6,30
44,31,hi,4,2,4.6,35
44,21,lo,6,4,4.6,67
44,28,hi,6,6,4.6,68
44,1,lo,3,4,4.6,28
44,23,lo,7,3,4.6,70
44,15,lo,6,7,4.6,65
44,35,lo,4,7,4.6,37
44,8,lo,4,6,4.6,33
44,32,hi,4,6,4.6,31
44,4,lo,4,4,4.6,36
44,31,lo,3,7,4.6,35
44,35,hi,4,7,4.6,37
44,17,lo,7,7,4.6,71
44,9,lo,6,3,4.6,66
44,20,hi,4,7,4.6,43
44,4,hi,3,3,4.6,36
44,32,lo,3,6,4.6,31
44,7,lo,5,7,4.6,37
44,23,hi,7,5,4.6,70
44,15,hi,6,7,4.6,65
44,21,hi,7,4,4.6,67
44,1,hi,2,4,4.6,28
44,11,lo,3,5,4.6,29
44,2,hi,3,5,4.6,30
44,28,lo,7,7,4.6,68
44,24,lo,4,7,4.6,42
44,14,hi,4,3,4.6,41
44,8,hi,3,7,4.6,33
44,22,lo,6,5,4.6,64
44,3,lo,3,3,4.6,39
45,31,hi,3,6,4.6,35
45,11,hi,3,5,4.6,29
45,3,hi,4,5,4.6,39
45,23,lo,5,3,4.6,70
45,9,hi,5,4,4.6,66
45,24,hi,4,6,4.6,42
45,2,lo,3,5,4.6,30
45,17,hi,5,7,4.6,71
45,14,lo,4,5,4.6,41
45,22,hi,5,6,4.6,64
45,7,hi,4,2,4.6,37
45,28,hi,5,6,4.6,68
45,4,lo,3,5,4.6,36
45,1,lo,3,4,4.6,28
45,15,lo,5,5,4.6,65
45,35,lo,4,6,4.6,37
45,8,lo,3,5,4.6,33
45,32,hi,3,6,4.6,31
45,21,lo,5,5,4.6,67
45,20,lo,4,7,4.6,43
45,7,lo,3,3,4.6,37
45,17,lo,5,6,4.6,71
45,15,hi,5,6,4.6,65
45,31,lo,4,7,4.6,35
45,8,hi,3,5,4.6,33
45,35,hi,4,6,4.6,37
45,9,lo,5,4,4.6,66
45,2,hi,3,5,4.6,30
45,28,lo,5,5,4.6,68
45,3,lo,4,5,4.6,39
45,24,lo,4,5,4.6,42
45,23,hi,6,4,4.6,70
45,11,lo,3,6,4.6,29
45,1,hi,3,3,4.6,28
45,20,hi,4,7,4.6,43
45,22,lo,5,6,4.6,64
45,21,hi,5,5,4.6,67
45,14,hi,4,5,4.6,41
45,32,lo,3,6,4.6,31
45,4,hi,4,2,4.6,36
46,32,hi,3,6,5,31
46,15,lo,6,6,5,65
46,28,hi,6,5,5,68
46,31,hi,3,3,5,35
46,17,hi,6,6,5,71
46,4,lo,3,3,5,36
46,21,lo,6,5,5,67
46,14,lo,5,5,5,41
46,11,hi,5,6,5,29
46,3,hi,5,6,5,39
46,1,lo,4,4,5,28
46,35,lo,5,6,5,37
46,20,lo,6,7,5,43
46,9,hi,6,5,5,66
46,8,lo,5,6,5,33
46,23,lo,7,3,5,70
46,2,lo,5,6,5,30
46,7,hi,5,5,5,37
46,22,hi,6,3,5,64
46,24,hi,6,6,5,42
46,4,hi,5,3,5,36
46,3,lo,5,5,5,39
46,32,lo,5,6,5,31
46,8,hi,5,6,5,33
46,15,hi,6,6,5,65
46,14,hi,5,6,5,41
46,23,hi,6,5,5,70
46,22,lo,6,5,5,64
46,35,hi,5,6,5,37
46,31,lo,5,3,5,35
46,7,lo,5,5,5,37
46,24,lo,6,6,5,42
46,21,hi,6,5,5,67
46,2,hi,5,5,5,30
46,28,lo,7,6,5,68
46,17,lo,7,6,5,71
46,1,hi,5,5,5,28
46,20,hi,6,7,5,43
46,11,lo,5,6,5,29
46,9,lo,6,3,5,66
47,15,lo,5,4,4.8,65
47,32,hi,3,5,4.8,31
47,31,hi,3,5,4.8,35
47,11,hi,3,4,4.8,29
47,4,lo,3,1,4.8,36
47,24,hi,4,5,4.8,42
47,28,hi,5,3,4.8,68
47,21,lo,5,3,4.8,67
47,8,lo,3,5,4.8,33
47,35,lo,3,6,4.8,37
47,17,hi,6,6,4.8,71
47,22,hi,5,6,4.8,64
47,23,lo,5,2,4.8,70
47,7,hi,3,3,4.8,37
47,1,lo,3,3,4.8,28
47,20,lo,4,6,4.8,43
47,14,lo,4,5,4.8,41
47,3,hi,3,5,4.8,39
47,9,hi,5,3,4.8,66
47,2,lo,3,5,4.8,30
47,14,hi,4,5,4.8,41
47,1,hi,3,3,4.8,28
47,9,lo,5,3,4.8,66
47,7,lo,3,3,4.8,37
47,3,lo,3,5,4.8,39
47,2,hi,3,4,4.8,30
47,11,lo,3,5,4.8,29
47,17,lo,6,6,4.8,71
47,32,lo,3,5,4.8,31
47,22,lo,5,5,4.8,64
47,23,hi,5,3,4.8,70
47,28,lo,5,3,4.8,68
47,31,lo,3,5,4.8,35
47,4,hi,3,2,4.8,36
47,20,hi,4,6,4.8,43
47,21,hi,5,3,4.8,67
47,15,hi,5,4,4.8,65
47,8,hi,3,4,4.8,33
47,24,lo,4,4,4.8,42
47,35,hi,3,6,4.8,37
48,7,hi,3,3,3.4,37
48,31,hi,3,4,3.4,35
48,8,lo,2,2,3.4,33
48,20,lo,4,4,3.4,43
48,1,lo,2,4,3.4,28
48,15,lo,5,5,3.4,65
48,4,lo,2,3,3.4,36
48,22,hi,5,5,3.4,64
48,2,lo,2,3,3.4,30
48,17,hi,5,6,3.4,71
48,23,lo,5,4,3.4,70
48,21,lo,5,6,3.4,67
48,35,lo,3,4,3.4,37
48,3,hi,3,3,3.4,39
48,9,hi,5,5,3.4,66
48,28,hi,5,5,3.4,68
48,32,hi,2,3,3.4,31
48,11,hi,3,3,3.4,29
48,14,lo,4,5,3.4,41
48,24,hi,4,5,3.4,42
48,3,lo,3,4,3.4,39
48,9,lo,5,3,3.4,66
48,28,lo,5,5,3.4,68
48,35,hi,3,4,3.4,37
48,14,hi,4,5,3.4,41
48,2,hi,3,5,3.4,30
48,7,lo,4,3,3.4,37
48,32,lo,3,4,3.4,31
48,21,hi,5,4,3.4,67
48,15,hi,5,5,3.4,65
48,1,hi,2,3,3.4,28
48,4,hi,3,4,3.4,36
48,31,lo,3,4,3.4,35
48,22,lo,5,4,3.4,64
48,24,lo,4,4,3.4,42
48,8,hi,3,3,3.4,33
48,20,hi,3,4,3.4,43
48,11,lo,3,4,3.4,29
48,23,hi,5,4,3.4,70
48,17,lo,5,5,3.4,71
49,35,lo,3,5,4.4,37
49,1,lo,3,3,4.4,28
49,20,lo,4,5,4.4,43
49,3,hi,3,4,4.4,39
49,8,lo,3,5,4.4,33
49,14,lo,4,3,4.4,41
49,4,lo,3,4,4.4,36
49,31,hi,3,3,4.4,35
49,28,hi,5,6,4.4,68
49,23,lo,5,5,4.4,70
49,11,hi,3,5,4.4,29
49,21,lo,5,6,4.4,67
49,7,hi,3,5,4.4,37
49,9,hi,5,5,4.4,66
49,17,hi,6,7,4.4,71
49,15,lo,5,7,4.4,65
49,24,hi,3,6,4.4,42
49,22,hi,5,2,4.4,64
49,32,hi,2,5,4.4,31
49,2,lo,2,6,4.4,30
49,28,lo,5,5,4.4,68
49,14,hi,3,3,4.4,41
49,7,lo,3,5,4.4,37
49,24,lo,3,6,4.4,42
49,35,hi,3,6,4.4,37
49,3,lo,3,5,4.4,39
49,15,hi,5,6,4.4,65
49,20,hi,3,6,4.4,43
49,21,hi,6,6,4.4,67
49,17,lo,6,7,4.4,71
49,9,lo,5,5,4.4,66
49,23,hi,6,5,4.4,70
49,22,lo,5,3,4.4,64
49,11,lo,3,5,4.4,29
49,1,hi,3,5,4.4,28
49,32,lo,3,6,4.4,31
49,2,hi,3,6,4.4,30
49,31,lo,3,4,4.4,35
49,8,hi,3,6,4.4,33
49,4,hi,3,5,4.4,36
50,11,hi,3,6,4.6,29
50,35,lo,3,6,4.6,37
50,32,hi,3,6,4.6,31
50,22,hi,5,6,4.6,64
50,9,hi,5,4,4.6,66
50,1,lo,3,3,4.6,28
50,14,lo,4,4,4.6,41
50,20,lo,4,5,4.6,43
50,2,lo,3,5,4.6,30
50,23,lo,5,4,4.6,70
50,15,lo,5,6,4.6,65
50,8,lo,3,5,4.6,33
50,3,hi,3,6,4.6,39
50,4,lo,3,4,4.6,36
50,17,hi,5,6,4.6,71
50,28,hi,5,5,4.6,68
50,31,hi,3,6,4.6,35
50,21,lo,5,6,4.6,67
50,7,hi,3,2,4.6,37
50,24,hi,3,5,4.6,42
50,23,hi,6,4,4.6,70
50,11,lo,3,5,4.6,29
50,15,hi,5,6,4.6,65
50,17,lo,5,6,4.6,71
50,7,lo,3,3,4.6,37
50,24,lo,3,5,4.6,42
50,4,hi,3,4,4.6,36
50,31,lo,3,6,4.6,35
50,9,lo,5,4,4.6,66
50,20,hi,4,5,4.6,43
50,21,hi,5,6,4.6,67
50,22,lo,5,6,4.6,64
50,3,lo,3,5,4.6,39
50,2,hi,3,6,4.6,30
50,32,lo,3,6,4.6,31
50,1,hi,3,2,4.6,28
50,28,lo,5,5,4.6,68
50,8,hi,3,5,4.6,33
50,14,hi,4,4,4.6,41
50,35,hi,3,6,4.6,37
51,9,hi,5,5,4.6,66
51,3,hi,3,5,4.6,39
51,23,lo,6,6,4.6,70
51,15,lo,5,6,4.6,65
51,7,hi,3,5,4.6,37
51,31,hi,3,6,4.6,35
51,21,lo,5,5,4.6,67
51,24,hi,3,5,4.6,42
51,11,hi,2,6,4.6,29
51,14,lo,3,7,4.6,41
51,32,hi,3,7,4.6,31
51,2,lo,3,7,4.6,30
51,1,lo,2,6,4.6,28
51,22,hi,6,7,4.6,64
51,17,hi,6,7,4.6,71
51,4,lo,3,4,4.6,36
51,20,lo,3,7,4.6,43
51,28,hi,5,4,4.6,68
51,8,lo,2,6,4.6,33
51,35,lo,3,6,4.6,37
51,31,lo,2,7,4.6,35
51,32,lo,2,6,4.6,31
51,1,hi,2,5,4.6,28
51,14,hi,3,6,4.6,41
51,35,hi,3,6,4.6,37
51,11,lo,2,6,4.6,29
51,4,hi,3,5,4.6,36
51,24,lo,3,6,4.6,42
51,15,hi,5,7,4.6,65
51,21,hi,5,5,4.6,67
51,17,lo,6,7,4.6,71
51,28,lo,5,4,4.6,68
51,3,lo,3,5,4.6,39
51,8,hi,2,5,4.6,33
51,9,lo,5,5,4.6,66
51,7,lo,3,5,4.6,37
51,2,hi,2,6,4.6,30
51,20,hi,3,7,4.6,43
51,22,lo,5,7,4.6,64
51,23,hi,6,5,4.6,70
52,22,hi,5,5,3,64
52,23,lo,6,3,3,70
52,20,lo,3,6,3,43
52,15,lo,5,7,3,65
52,17,hi,6,6,3,71
52,3,hi,3,2,3,39
52,14,lo,3,5,3,41
52,24,hi,3,5,3,42
52,28,hi,5,5,3,68
52,21,lo,5,6,3,67
52,9,hi,5,6,3,66
52,4,lo,3,4,3,36
52,32,hi,2,6,3,31
52,11,hi,2,5,3,29
52,8,lo,2,5,3,33
52,31,hi,2,4,3,35
52,35,lo,3,5,3,37
52,7,hi,2,5,3,37
52,1,lo,1,6,3,28
52,2,lo,2,6,3,30
52,1,hi,2,6,3,28
52,32,lo,1,5,3,31
52,35,hi,2,5,3,37
52,15,hi,6,6,3,65
52,17,lo,6,6,3,71
52,7,lo,2,5,3,37
52,9,lo,5,6,3,66
52,23,hi,5,5,3,70
52,2,hi,2,6,3,30
52,3,lo,2,5,3,39
52,22,lo,5,5,3,64
52,11,lo,2,4,3,29
52,24,lo,3,5,3,42
52,21,hi,5,6,3,67
52,28,lo,6,5,3,68
52,14,hi,3,5,3,41
52,31,lo,3,5,3,35
52,4,hi,3,4,3,36
52,8,hi,2,5,3,33
52,20,hi,3,6,3,43
53,20,lo,7,7,4.6,43
53,24,hi,6,5,4.6,42
53,21,lo,7,6,4.6,67
53,17,hi,7,6,4.6,71
53,31,hi,5,1,4.6,35
53,1,lo,4,5,4.6,28
53,4,lo,5,2,4.6,36
53,32,hi,5,7,4.6,31
53,23,lo,7,5,4.6,70
53,8,lo,5,6,4.6,33
53,35,lo,5,7,4.6,37
53,9,hi,7,7,4.6,66
53,3,hi,5,5,4.6,39
53,11,hi,5,7,4.6,29
53,28,hi,7,7,4.6,68
53,2,lo,4,5,4.6,30
53,15,lo,7,7,4.6,65
53,22,hi,6,3,4.6,64
53,7,hi,5,6,4.6,37
53,14,lo,6,6,4.6,41
53,17,lo,7,7,4.6,71
53,1,hi,3,3,4.6,28
53,20,hi,5,7,4.6,43
53,22,lo,7,3,4.6,64
53,15,hi,7,7,4.6,65
53,14,hi,6,6,4.6,41
53,2,hi,5,5,4.6,30
53,8,hi,5,6,4.6,33
53,23,hi,7,5,4.6,70
53,35,hi,5,7,4.6,37
53,4,hi,5,3,4.6,36
53,24,lo,5,7,4.6,42
53,9,lo,6,6,4.6,66
53,32,lo,5,7,4.6,31
53,28,lo,7,7,4.6,68
53,11,lo,5,7,4.6,29
53,21,hi,7,6,4.6,67
53,3,lo,5,6,4.6,39
53,7,lo,6,5,4.6,37
53,31,lo,5,1,4.6,35
54,2,lo,3,5,4.4,30
54,7,hi,4,6,4.4,37
54,23,lo,5,6,4.4,70
54,9,hi,5,6,4.4,66
54,4,lo,3,3,4.4,36
54,28,hi,5,6,4.4,68
54,8,lo,3,5,4.4,33
54,3,hi,3,5,4.4,39
54,32,hi,3,7,4.4,31
54,14,lo,4,7,4.4,41
54,11,hi,3,7,4.4,29
54,22,hi,5,5,4.4,64
54,35,lo,3,7,4.4,37
54,1,lo,2,6,4.4,28
54,31,hi,3,5,4.4,35
54,24,hi,3,5,4.4,42
54,15,lo,5,5,4.4,65
54,17,hi,7,7,4.4,71
54,20,lo,3,7,4.4,43
54,21,lo,5,6,4.4,67
54,15,hi,5,7,4.4,65
54,17,lo,6,7,4.4,71
54,21,hi,5,6,4.4,67
54,1,hi,3,6,4.4,28
54,11,lo,3,7,4.4,29
54,3,lo,3,6,4.4,39
54,8,hi,3,5,4.4,33
54,35,hi,3,6,4.4,37
54,14,hi,3,6,4.4,41
54,7,lo,3,6,4.4,37
54,2,hi,3,5,4.4,30
54,31,lo,3,5,4.4,35
54,22,lo,5,5,4.4,64
54,28,lo,6,6,4.4,68
54,4,hi,3,2,4.4,36
54,23,hi,6,6,4.4,70
54,24,lo,3,6,4.4,42
54,32,lo,3,5,4.4,31
54,20,hi,4,6,4.4,43
54,9,lo,6,6,4.4,66
55,28,hi,5,5,4.8,68
55,21,lo,5,6,4.8,67
55,20,lo,4,7,4.8,43
55,9,hi,6,4,4.8,66
55,22,hi,6,7,4.8,64
55,31,hi,3,7,4.8,35
55,32,hi,3,7,4.8,31
55,35,lo,3,7,4.8,37
55,8,lo,3,6,4.8,33
55,4,lo,3,3,4.8,36
55,1,lo,2,4,4.8,28
55,14,lo,4,7,4.8,41
55,15,lo,5,7,4.8,65
55,3,hi,3,6,4.8,39
55,2,lo,3,5,4.8,30
55,7,hi,3,6,4.8,37
55,17,hi,6,7,4.8,71
55,11,hi,3,7,4.8,29
55,24,hi,4,7,4.8,42
55,23,lo,6,6,4.8,70
55,28,lo,5,5,4.8,68
55,32,lo,3,7,4.8,31
55,23,hi,6,6,4.8,70
55,20,hi,4,7,4.8,43
55,8,hi,3,6,4.8,33
55,31,lo,3,5,4.8,35
55,14,hi,4,7,4.8,41
55,15,hi,5,7,4.8,65
55,35,hi,3,7,4.8,37
55,22,lo,5,6,4.8,64
55,7,lo,3,5,4.8,37
55,4,hi,3,3,4.8,36
55,1,hi,2,3,4.8,28
55,11,lo,3,6,4.8,29
55,9,lo,5,4,4.8,66
55,17,lo,6,7,4.8,71
55,21,hi,5,6,4.8,67
55,2,hi,3,5,4.8,30
55,24,lo,4,7,4.8,42
55,3,lo,3,6,4.8,39
56,3,hi,3,7,5,39
56,28,hi,5,5,5,68
56,24,hi,3,7,5,42
56,4,lo,2,4,5,36
56,32,hi,2,7,5,31
56,17,hi,5,7,5,71
56,31,hi,2,7,5,35
56,9,hi,4,7,5,66
56,23,lo,5,5,5,70
56,21,lo,5,5,5,67
56,20,lo,3,7,5,43
56,22,hi,4,5,5,64
56,14,lo,3,6,5,41
56,2,lo,2,7,5,30
56,1,lo,2,5,5,28
56,35,lo,3,5,5,37
56,8,lo,2,6,5,33
56,15,lo,4,6,5,65
56,11,hi,2,6,5,29
56,7,hi,3,5,5,37
56,7,lo,3,5,5,37
56,21,hi,4,5,5,67
56,17,lo,5,6,5,71
56,35,hi,3,6,5,37
56,1,hi,2,6,5,28
56,14,hi,3,5,5,41
56,8,hi,2,5,5,33
56,9,lo,4,6,5,66
56,4,hi,3,3,5,36
56,28,lo,5,5,5,68
56,20,hi,3,7,5,43
56,15,hi,4,6,5,65
56,2,hi,2,6,5,30
56,22,lo,4,5,5,64
56,3,lo,3,6,5,39
56,24,lo,3,5,5,42
56,23,hi,5,5,5,70
56,11,lo,2,5,5,29
56,31,lo,2,6,5,35
56,32,lo,2,6,5,31
57,31,hi,5,1,5.4,35
57,28,hi,7,5,5.4,68
57,14,lo,6,6,5.4,41
57,24,hi,6,7,5.4,42
57,15,lo,7,7,5.4,65
57,3,hi,5,7,5.4,39
57,4,lo,5,3,5.4,36
57,20,lo,5,7,5.4,43
57,21,lo,6,7,5.4,67
57,1,lo,3,3,5.4,28
57,8,lo,5,3,5.4,33
57,17,hi,7,7,5.4,71
57,22,hi,6,7,5.4,64
57,35,lo,3,7,5.4,37
57,11,hi,3,7,5.4,29
57,23,lo,7,6,5.4,70
57,9,hi,6,5,5.4,66
57,7,hi,3,5,5.4,37
57,32,hi,4,7,5.4,31
57,2,lo,3,7,5.4,30
57,28,lo,6,5,5.4,68
57,21,hi,7,7,5.4,67
57,4,hi,3,3,5.4,36
57,11,lo,3,7,5.4,29
57,2,hi,3,7,5.4,30
57,9,lo,7,4,5.4,66
57,8,hi,5,3,5.4,33
57,17,lo,7,7,5.4,71
57,15,hi,6,7,5.4,65
57,1,hi,3,2,5.4,28
57,32,lo,3,7,5.4,31
57,31,lo,3,1,5.4,35
57,35,hi,3,7,5.4,37
57,14,hi,3,5,5.4,41
57,22,lo,6,7,5.4,64
57,3,lo,3,6,5.4,39
57,7,lo,3,6,5.4,37
57,20,hi,3,7,5.4,43
57,23,hi,7,6,5.4,70
57,24,lo,4,6,5.4,42
58,17,hi,5,5,4.8,71
58,15,lo,5,6,4.8,65
58,3,hi,3,3,4.8,39
58,28,hi,6,4,4.8,68
58,8,lo,3,3,4.8,33
58,23,lo,6,5,4.8,70
58,7,hi,3,3,4.8,37
58,24,hi,3,3,4.8,42
58,11,hi,3,5,4.8,29
58,22,hi,5,6,4.8,64
58,32,hi,3,5,4.8,31
58,14,lo,3,5,4.8,41
58,4,lo,3,4,4.8,36
58,35,lo,3,6,4.8,37
58,1,lo,2,2,4.8,28
58,20,lo,3,6,4.8,43
58,31,hi,3,6,4.8,35
58,2,lo,3,4,4.8,30
58,9,hi,5,2,4.8,66
58,21,lo,5,4,4.8,67
58,2,hi,3,4,4.8,30
58,35,hi,3,6,4.8,37
58,11,lo,2,5,4.8,29
58,22,lo,5,6,4.8,64
58,31,lo,3,6,4.8,35
58,24,lo,3,3,4.8,42
58,9,lo,5,2,4.8,66
58,21,hi,5,4,4.8,67
58,1,hi,2,2,4.8,28
58,32,lo,3,5,4.8,31
58,23,hi,6,5,4.8,70
58,7,lo,3,2,4.8,37
58,8,hi,3,4,4.8,33
58,4,hi,3,4,4.8,36
58,14,hi,3,5,4.8,41
58,17,lo,6,5,4.8,71
58,28,lo,6,4,4.8,68
58,20,hi,3,6,4.8,43
58,15,hi,5,6,4.8,65
58,3,lo,3,5,4.8,39
59,1,lo,2,4,3.6,28
59,8,lo,3,3,3.6,33
59,32,hi,5,6,3.6,31
59,21,lo,4,4,3.6,67
59,9,hi,5,6,3.6,66
59,4,lo,3,4,3.6,36
59,23,lo,2,3,3.6,70
59,20,lo,2,6,3.6,43
59,11,hi,5,7,3.6,29
59,14,lo,3,6,3.6,41
59,2,lo,2,5,3.6,30
59,24,hi,6,7,3.6,42
59,15,lo,2,7,3.6,65
59,22,hi,7,7,3.6,64
59,17,hi,7,7,3.6,71
59,28,hi,7,6,3.6,68
59,35,lo,1,7,3.6,37
59,3,hi,6,7,3.6,39
59,7,hi,6,6,3.6,37
59,31,hi,6,7,3.6,35
59,35,hi,6,7,3.6,37
59,17,lo,2,7,3.6,71
59,3,lo,2,6,3.6,39
59,32,lo,2,7,3.6,31
59,15,hi,6,7,3.6,65
59,1,hi,6,6,3.6,28
59,21,hi,6,7,3.6,67
59,7,lo,2,4,3.6,37
59,22,lo,2,7,3.6,64
59,28,lo,2,3,3.6,68
59,2,hi,6,7,3.6,30
59,24,lo,2,4,3.6,42
59,23,hi,7,7,3.6,70
59,14,hi,7,7,3.6,41
59,31,lo,2,7,3.6,35
59,11,lo,2,7,3.6,29
59,8,hi,7,6,3.6,33
59,20,hi,6,7,3.6,43
59,4,hi,7,6,3.6,36
59,9,lo,2,6,3.6,66
60,7,hi,3,1,3.8,37
60,21,lo,5,4,3.8,67
60,28,hi,5,5,3.8,68
60,23,lo,5,1,3.8,70
60,1,lo,3,3,3.8,28
60,9,hi,5,5,3.8,66
60,15,lo,5,6,3.8,65
60,22,hi,5,7,3.8,64
60,35,lo,3,7,3.8,37
60,31,hi,3,7,3.8,35
60,11,hi,3,6,3.8,29
60,32,hi,3,7,3.8,31
60,17,hi,5,7,3.8,71
60,20,lo,4,1,3.8,43
60,3,hi,3,6,3.8,39
60,2,lo,3,2,3.8,30
60,14,lo,4,2,3.8,41
60,8,lo,3,1,3.8,33
60,24,hi,4,6,3.8,42
60,4,lo,3,2,3.8,36
60,31,lo,3,1,3.8,35
60,22,lo,5,2,3.8,64
60,14,hi,4,7,3.8,41
60,24,lo,4,1,3.8,42
60,2,hi,3,7,3.8,30
60,35,hi,3,6,3.8,37
60,11,lo,3,1,3.8,29
60,28,lo,5,2,3.8,68
60,20,hi,4,6,3.8,43
60,3,lo,3,1,3.8,39
60,4,hi,3,7,3.8,36
60,9,lo,5,1,3.8,66
60,7,lo,3,1,3.8,37
60,1,hi,3,7,3.8,28
60,8,hi,3,7,3.8,33
60,15,hi,5,7,3.8,65
60,23,hi,5,7,3.8,70
60,17,lo,5,2,3.8,71
60,21,hi,5,7,3.8,67
60,32,lo,3,1,3.8,31
61,31,hi,6,6,3.4,35
61,9,hi,7,6,3.4,66
61,21,lo,3,3,3.4,67
61,1,lo,4,4,3.4,28
61,4,lo,3,4,3.4,36
61,17,hi,7,6,3.4,71
61,23,lo,6,6,3.4,70
61,11,hi,4,4,3.4,29
61,28,hi,5,5,3.4,68
61,35,lo,3,4,3.4,37
61,7,hi,4,4,3.4,37
61,24,hi,5,5,3.4,42
61,8,lo,4,5,3.4,33
61,2,lo,3,4,3.4,30
61,14,lo,4,4,3.4,41
61,20,lo,3,3,3.4,43
61,3,hi,4,3,3.4,39
61,22,hi,6,5,3.4,64
61,32,hi,4,4,3.4,31
61,15,lo,5,5,3.4,65
61,3,lo,4,3,3.4,39
61,17,lo,5,6,3.4,71
61,23,hi,6,7,3.4,70
61,20,hi,4,3,3.4,43
61,32,lo,4,3,3.4,31
61,7,lo,4,3,3.4,37
61,15,hi,5,5,3.4,65
61,11,lo,3,2,3.4,29
61,14,hi,4,4,3.4,41
61,2,hi,3,4,3.4,30
61,31,lo,4,4,3.4,35
61,21,hi,5,5,3.4,67
61,4,hi,5,4,3.4,36
61,24,lo,4,4,3.4,42
61,8,hi,3,4,3.4,33
61,1,hi,3,2,3.4,28
61,28,lo,5,4,3.4,68
61,22,lo,4,5,3.4,64
61,9,lo,5,5,3.4,66
61,35,hi,5,5,3.4,37
62,22,hi,6,6,4.4,64
62,24,hi,4,7,4.4,42
62,21,lo,6,7,4.4,67
62,28,hi,6,7,4.4,68
62,32,hi,3,7,4.4,31
62,20,lo,3,7,4.4,43
62,2,lo,3,5,4.4,30
62,14,lo,3,7,4.4,41
62,17,hi,6,7,4.4,71
62,4,lo,3,5,4.4,36
62,3,hi,3,6,4.4,39
62,15,lo,5,7,4.4,65
62,31,hi,3,6,4.4,35
62,35,lo,3,2,4.4,37
62,9,hi,5,3,4.4,66
62,8,lo,2,5,4.4,33
62,7,hi,3,3,4.4,37
62,11,hi,3,5,4.4,29
62,1,lo,3,4,4.4,28
62,23,lo,5,2,4.4,70
62,20,hi,4,7,4.4,43
62,21,hi,5,4,4.4,67
62,35,hi,4,3,4.4,37
62,3,lo,3,5,4.4,39
62,7,lo,3,3,4.4,37
62,8,hi,3,7,4.4,33
62,11,lo,3,4,4.4,29
62,2,hi,3,3,4.4,30
62,22,lo,5,5,4.4,64
62,32,lo,3,5,4.4,31
62,1,hi,3,2,4.4,28
62,24,lo,4,7,4.4,42
62,28,lo,5,7,4.4,68
62,17,lo,6,7,4.4,71
62,31,lo,3,7,4.4,35
62,4,hi,3,3,4.4,36
62,23,hi,6,2,4.4,70
62,9,lo,5,3,4.4,66
62,15,hi,5,6,4.4,65
62,14,hi,3,4,4.4,41
63,7,hi,3,2,5.2,37
63,9,hi,5,3,5.2,66
63,2,lo,3,7,5.2,30
63,31,hi,3,7,5.2,35
63,24,hi,4,6,5.2,42
63,14,lo,3,5,5.2,41
63,23,lo,5,3,5.2,70
63,15,lo,5,6,5.2,65
63,28,hi,5,2,5.2,68
63,21,lo,5,4,5.2,67
63,22,hi,5,5,5.2,64
63,8,lo,3,5,5.2,33
63,4,lo,3,1,5.2,36
63,17,hi,5,7,5.2,71
63,11,hi,3,7,5.2,29
63,3,hi,3,2,5.2,39
63,20,lo,4,7,5.2,43
63,32,hi,3,7,5.2,31
63,35,lo,3,6,5.2,37
63,1,lo,3,5,5.2,28
63,11,lo,3,7,5.2,29
63,22,lo,5,6,5.2,64
63,8,hi,3,6,5.2,33
63,9,lo,5,6,5.2,66
63,23,hi,6,4,5.2,70
63,7,lo,3,3,5.2,37
63,3,lo,3,3,5.2,39
63,20,hi,3,7,5.2,43
63,31,lo,3,7,5.2,35
63,32,lo,3,6,5.2,31
63,2,hi,3,6,5.2,30
63,17,lo,6,7,5.2,71
63,35,hi,3,6,5.2,37
63,24,lo,4,6,5.2,42
63,28,lo,5,2,5.2,68
63,15,hi,5,6,5.2,65
63,14,hi,4,6,5.2,41
63,4,hi,3,2,5.2,36
63,1,hi,3,5,5.2,28
63,21,hi,5,4,5.2,67
64,11,hi,4,7,6,29
64,22,hi,6,5,6,64
64,2,lo,4,7,6,30
64,1,lo,3,7,6,28
64,35,lo,4,7,6,37
64,8,lo,3,7,6,33
64,15,lo,5,6,6,65
64,21,lo,6,7,6,67
64,7,hi,4,7,6,37
64,31,hi,4,5,6,35
64,3,hi,6,6,6,39
64,17,hi,7,7,6,71
64,32,hi,5,7,6,31
64,9,hi,7,6,6,66
64,20,lo,7,7,6,43
64,24,hi,6,7,6,42
64,14,lo,6,7,6,41
64,28,hi,7,6,6,68
64,4,lo,4,5,6,36
64,23,lo,7,7,6,70
64,9,lo,6,5,6,66
64,7,lo,5,7,6,37
64,28,lo,6,6,6,68
64,11,lo,5,7,6,29
64,8,hi,4,6,6,33
64,23,hi,7,7,6,70
64,32,lo,6,7,6,31
64,15,hi,7,6,6,65
64,35,hi,6,7,6,37
64,24,lo,6,7,6,42
64,31,lo,6,4,6,35
64,1,hi,5,7,6,28
64,3,lo,6,5,6,39
64,17,lo,7,7,6,71
64,14,hi,6,7,6,41
64,21,hi,7,7,6,67
64,2,hi,6,7,6,30
64,4,hi,6,3,6,36
64,20,hi,7,7,6,43
64,22,lo,7,7,6,64
65,31,hi,3,4,5,35
65,2,lo,3,5,5,30
65,28,hi,5,4,5,68
65,14,lo,3,5,5,41
65,35,lo,3,4,5,37
65,1,lo,2,4,5,28
